CHECKSUM,COUNTER,Steer_Torque_Sensor,Steering_Angle,Steer_Torque_Output,wordcount,Steer_Warning,[PRED]DecisionTreeClassifier,[PRED]GaussianNB
214.0,11.0,-23.0,-2.2134,-200.0,106,0.0,0.0,0.0
210.0,12.0,-21.0,-2.2134,-170.0,103,0.0,0.0,0.0
217.0,13.0,-23.0,-2.2134,-210.0,97,0.0,0.0,0.0
220.0,14.0,-26.0,-2.2134,-200.0,82,0.0,0.0,0.0
220.0,15.0,-25.0,-2.2134,-200.0,88,0.0,0.0,0.0
205.0,0.0,-23.0,-2.2134,-220.0,106,0.0,0.0,0.0
201.0,1.0,-21.0,-2.2134,-190.0,103,0.0,0.0,0.0
199.0,2.0,-20.0,-2.2134,-170.0,94,0.0,0.0,0.0
199.0,3.0,-20.0,-2.2134,-160.0,82,0.0,0.0,0.0
200.0,4.0,-21.0,-2.2134,-150.0,88,0.0,0.0,0.0
200.0,5.0,-20.0,-2.2134,-150.0,103,0.0,0.0,0.0
202.0,6.0,-20.0,-2.2134,-160.0,106,0.0,0.0,0.0
208.0,7.0,-21.0,-2.2134,-200.0,94,0.0,0.0,0.0
206.0,8.0,-19.0,-2.2134,-190.0,88,0.0,0.0,0.0
210.0,9.0,-18.0,-2.2134,-230.0,91,0.0,0.0,0.0
217.0,10.0,-19.0,-2.2351,-270.0,103,0.0,0.0,0.0
217.0,11.0,-17.0,-2.2351,-280.0,103,0.0,0.0,0.0
214.0,12.0,-14.0,-2.2785,-250.0,94,0.0,0.0,0.0
215.0,13.0,-15.0,-2.2785,-240.0,82,0.0,0.0,0.0
210.0,14.0,-15.0,-2.2785,-180.0,88,0.0,0.0,0.0
210.0,15.0,-16.0,-2.2785,-160.0,103,0.0,0.0,0.0
198.0,0.0,-18.0,-2.2785,-170.0,103,0.0,0.0,0.0
199.0,1.0,-18.0,-2.2785,-170.0,94,0.0,0.0,0.0
201.0,2.0,-19.0,-2.2785,-170.0,82,0.0,0.0,0.0
207.0,3.0,-20.0,-2.2785,-210.0,88,0.0,0.0,0.0
208.0,4.0,-19.0,-2.2785,-220.0,103,0.0,0.0,0.0
205.0,5.0,-18.0,-2.2785,-190.0,106,0.0,0.0,0.0
205.0,6.0,-18.0,-2.2785,-180.0,100,0.0,0.0,0.0
206.0,7.0,-19.0,-2.2785,-170.0,82,0.0,0.0,0.0
207.0,8.0,-19.0,-2.2785,-170.0,91,0.0,0.0,0.0
205.0,9.0,-17.0,-2.2785,-160.0,106,0.0,0.0,0.0
211.0,10.0,-19.0,-2.2785,-190.0,103,0.0,0.0,0.0
212.0,11.0,-18.0,-2.2785,-200.0,97,0.0,0.0,0.0
221.0,12.0,-20.0,-2.2785,-260.0,82,0.0,0.0,0.0
224.0,13.0,-19.0,-2.2785,-290.0,88,0.0,0.0,0.0
220.0,14.0,-17.0,-2.2785,-260.0,103,0.0,0.0,0.0
215.0,15.0,-10.0,-2.3653,-230.0,103,0.0,0.0,0.0
201.0,0.0,-7.0,-2.4521,-230.0,94,0.0,0.0,0.0
209.0,1.0,-16.0,-2.4521,-210.0,82,0.0,0.0,0.0
210.0,2.0,-19.0,-2.4521,-180.0,91,0.0,0.0,0.0
207.0,3.0,-20.0,-2.4521,-130.0,103,0.0,0.0,0.0
209.0,4.0,-20.0,-2.4304,-150.0,103,0.0,0.0,0.0
207.0,5.0,-20.0,-2.4304,-120.0,94,0.0,0.0,0.0
205.0,6.0,-19.0,-2.4304,-100.0,82,0.0,0.0,0.0
209.0,7.0,-18.0,-2.4304,-140.0,91,0.0,0.0,0.0
216.0,8.0,-20.0,-2.4304,-180.0,103,0.0,0.0,0.0
221.0,9.0,-19.0,-2.4304,-230.0,103,0.0,0.0,0.0
212.0,10.0,-12.0,-2.4738,-180.0,91,0.0,0.0,0.0
211.0,11.0,-5.0,-2.604,-170.0,85,0.0,0.0,0.0
231.0,12.0,-12.0,-2.6474,-270.0,97,0.0,0.0,0.0
245.0,13.0,-20.0,-2.6691000000000003,-310.0,106,0.0,0.0,0.0
246.0,14.0,-22.0,-2.6908,-280.0,103,0.0,0.0,0.0
247.0,15.0,-23.0,-2.6691000000000003,-280.0,91,0.0,0.0,0.0
230.0,0.0,-23.0,-2.6908,-250.0,85,0.0,0.0,0.0
229.0,1.0,-21.0,-2.6908,-250.0,97,0.0,0.0,0.0
233.0,2.0,-22.0,-2.6908,-270.0,103,0.0,0.0,0.0
237.0,3.0,-24.0,-2.6908,-280.0,109,0.0,0.0,0.0
230.0,4.0,-24.0,-2.6908,-200.0,88,0.0,0.0,0.0
232.0,5.0,-25.0,-2.6691000000000003,-210.0,82,0.0,0.0,0.0
